REACTION,KCAT [1/hr]
FAOXC121C101m,nan
FAOXC121C10x,nan
FAOXC121x,nan
FAOXC122C101m,nan
FAOXC122m,nan
FAOXC122x,nan
FAOXC123C102m,nan
FAOXC123C102x,nan
FAOXC123m,nan
FAOXC123x,nan
FAOXC12C10m,nan
FAOXC12C10x,nan
FAOXC12C12OHm,nan
FAOXC12DCC10DCx,nan
FAOXC12DCTc_for,nan
FAOXC12DCc_for,nan
FAOXC12DCx_for,nan
FAOXC13BRC11BRx,nan
FAOXC13C11m,nan
FAOXC141C121m,nan
FAOXC141C121x,nan
FAOXC141C141OHm,nan
FAOXC142C122m,nan
FAOXC142C122x,nan
FAOXC142C142OHm,nan
FAOXC143C123m,nan
FAOXC143C123x,nan
FAOXC14C12m,nan
FAOXC14C12x,nan
FAOXC14C14OHm,nan
FAOXC14DCC12DCx,nan
FAOXC15ATPx,nan
FAOXC15BRC13BRx,nan
FAOXC15C13m,nan
FAOXC15NADPx,nan
FAOXC15NADx,nan
FAOXC161C141m,nan
FAOXC161C141x,nan
FAOXC161C161OHm,nan
FAOXC162C142m,nan
FAOXC162C162OHm,nan
FAOXC163C142x,nan
FAOXC163C143m,nan
FAOXC163C164Gm,nan
FAOXC163C164x,nan
FAOXC163GC142m,nan
FAOXC163Gm,nan
FAOXC163x,nan
FAOXC164C143m,nan
FAOXC164C143x,nan
FAOXC164C163x,nan
FAOXC164C165m,nan
FAOXC164C165x,nan
FAOXC164GC163m,nan
FAOXC164m,nan
FAOXC164x,nan
FAOXC165C164m,nan
FAOXC165C164x,nan
FAOXC16BRx,nan
FAOXC16C14m,nan
FAOXC16C14x,nan
FAOXC16C16OHm,nan
FAOXC16DCC14DCx,nan
FAOXC16DCr,nan
FAOXC16OHC16r,nan
FAOXC17C15m,nan
FAOXC181C161m,nan
FAOXC181C161x,nan
FAOXC181C181OHm,nan
FAOXC182C162m,nan
FAOXC182C182OHm,nan
FAOXC183C163Gm,nan
FAOXC183C163m,nan
FAOXC184C163m,nan
FAOXC184C163x,nan
FAOXC184C164m,nan
FAOXC184C164x,nan
FAOXC184m,nan
FAOXC184x,nan
FAOXC185C164m,nan
FAOXC185m,nan
FAOXC18C18OHm,nan
FAOXC201C181x,nan
FAOXC204C184m,nan
FAOXC204C205x,nan
FAOXC205C184x,nan
FAOXC205C185m,nan
FAOXC221C201x,nan
FAOXC225C204m,nan
FAOXC225C204x,nan
FAOXC225C226m,nan
FAOXC225C226x,nan
FAOXC225m,nan
FAOXC225x,nan
FAOXC226C205m,nan
FAOXC226C225m,nan
FAOXC226C225x,nan
FAOXC226C227m,nan
FAOXC226m,nan
FAOXC227C226m,nan
FAOXC22C20x,nan
FAOXC22C22DCHYr,nan
FAOXC22OHC22r,nan
FAOXC241C221x,nan
FAOXC24C22x,nan
FAOXC3DC_for,nan
FAOXC4C2m,nan
FAOXC4C4DCc_for,nan
FAOXC5C3x,nan
FAOXC5C5DCc_for,nan
FAOXC5C5OHm,nan
FAOXC5OHc_for,nan
FAOXC61C4m,nan
FAOXC61C4x,nan
FAOXC61m,nan
FAOXC61x,nan
FAOXC6C4m,nan
FAOXC6C4x,nan
FAOXC6DCC4DCx,nan
FAOXC7C5m,nan
FAOXC81C61m,nan
FAOXC81C61x,nan
FAOXC8C6m,nan
FAOXC8C6x,nan
FAOXC8DCC6DCx,nan
FAOXC9BRC7BRm,nan
FAOXC9C7m,nan
FAOXMC10OHMC10r,nan
FAOXOHC16C16DCc,nan
FAOXOHC22C22DCc,nan
FAOXOHMC10DC10c,nan
FAOXTC101TC102m,nan
FAOXTC102C101m,nan
FAOXTC122TC101m,nan
FAOXTC122m,nan
FAOXTC142TC122m,nan
FAOXTC162TC142m,nan
FAOXTC182TC162m,nan
FOAXC122C101x,nan
GLUTCOAACBP_for,nan
HDCACBP_for,nan
HDDACBP_for,nan
HDECAACBP_for,nan
HDECEACBP_for,nan
HEDCECRNe,nan
HEXCOAACBP,nan
HEXDCRNe,nan
HEXDIACTD_for,nan
HEXDICOAACBP_for,nan
HEXDICOAACBPx,nan
HIVCACBP_for,nan
HIVCRNe,nan
HOCDACBP_for,nan
HOCTDACBP_for,nan
HOCTDEC2CRNe,nan
HOCTDECCRNe,nan
HTDCACBP_for,nan
HTDCRNe,nan
IVCOAACBP,nan
IVCRNe,nan
LGNCCOAtcx,nan
NRVNCCOAtxc,nan
OCD11COACPT1_for,nan
OCD11CRNCACT_for,nan
OCD11CRNCPT2_for,nan
OCT11EFATP,nan
OCTDEC2ACBP_for,nan
OCTDECCACT_for,nan
OCTDECCPT1_for,nan
OCTDECCPT2_for,nan
OCTDECE1CRNe,nan
sink_octdececoa(c)_for,nan
OMHDEACIDTD_for,nan
OMHDOCOSACTD_for,nan
OMHPALTD_for,nan
PRISTCOAtcx,nan
SBCOAACOTx,nan
SCP21cx,nan
SEBACACT,nan
SEBACIDTD_for,nan
SEBCOACROT_for,nan
SEBCOAPET,nan
STCOATxc,nan
STRDNCCOAtxc,nan
SUBEACTD_for,nan
SUBERCACT_for,nan
SUBERCROT_for,nan
SUBERICACT,nan
SUCCACT,nan
SUCCCROT_for,nan
SUCCOAPET,nan
SUCCTD_for,nan
TDCRNe,nan
sink_tetdec2coa(c)_for,nan
TETDEC2CRNe,nan
sink_tetdece1coa(c)_for,nan
TETDECE1CRNe,nan
TIGCRNe,nan
34DHPHELAT1tc,nan
4OHPROIMINOtc,nan
ALAALACNc_for,nan
ALAALAPEPT1tc,nan
ALAATB0tc,nan
ALAyLATthc,nan
ARGATB0tc,nan
ASCBSVCTtc,nan
ASNATB0tc,nan
ASNPHELAT2tc,nan
BALABETAtc,nan
BALAPAT1tc,nan
BGLUGCHe,nan
BGLUTCHLe,nan
BGLUTDECHOe,nan
BTNTe,nan
CARPEPT1tc,nan
CARhPTtc,nan
CBLTDe,nan
CBLtle,nan
CHOLESTTDe,nan
CYSATB0tc,nan
CYSPHELAT2tc,nan
CYSSNAT5tc_for,nan
CYSTALArBATtc,nan
CYSTLEUrBATtc,nan
FOLTle,nan
GALSGLT1le,nan
GLCSGLT1le,nan
GLNATB0tc,nan
GLNyLATthc,nan
GLYGLYCNc_for,nan
GLYGLYPEPT1tc,nan
GLYLEUHYDROc_for,nan
GLYLEUPEPT1tc,nan
GLYPHEPEPT1tc,nan
GLYPROPEPT1tc,nan
GLYPROPRO1c_for,nan
GLYSARCNc_for,nan
GLYSARPEPT1tc,nan
GLYSNAT5tc_for,nan
GUMDCHAe,nan
GUMGCHLe,nan
GUMTCHOLe,nan
HISCAT1_for,nan
HISSNAT5tc_for,nan
HIShPTtc,nan
HISyLATtc,nan
HISyLATthc,nan
HPETFABP1tc_for,nan
ILEATB0tc,nan
ILELAT1tc,nan
ILEPHELAT2tc,nan
LEUATB0tc,nan
LEUGLYPEPT1tc,nan
LEULEULAPc_for,nan
LEULEUPEPT1tc,nan
LEUPHELAT2tc_for,nan
LEUyLAThtc,nan
LINOFATPtc,nan
LYSATB0tc,nan
METATB0tc,nan
METyLATthc,nan
MTHFTe,nan
NACDe,nan
NACHORCTL3le,nan
NCAMDe,nan
OAADC,nan
OCDEAFABP1tc_for,nan
OLEICFATPtc,nan
ORNALArBATtc,nan
ORNLEUrBATtc,nan
PALFATPtc,nan
PCHOLHSTDe,nan
PECDCHe,nan
PECGCHLe,nan
PECTCHLe,nan
PEHSFABPe_for,nan
PHEATB0tc,nan
PHEyLATthc,nan
PMTCOAFABP1tc_for,nan
PNTORDe,nan
PROGLYPEPT1tc,nan
PROGLYPRO1c_for,nan
PROIMINOtc,nan
PSYGCHe,nan
PSYTCHe,nan
PSYTDECHe,nan
RIBFLVte,nan
SBTle,nan
SERATB0tc,nan
TAGHSTDe,nan
TAUBETAtc,nan
TAUPAT1c,nan
THMATPe,nan
THRATB0tc,nan
THRPHELAT2tc,nan
TRPATB0tc,nan
TYRATB0tc,nan
TYRPHELAT2tc,nan
VALATB0tc,nan
VALLAT1tc,nan
VALPHELAT2tc,nan
VITEtl,nan
VITKtl,nan
XOLEST2HSTDle,nan
1a25DHVITD3TRn,nan
25HVITD3c,nan
3AIB_Dtm_for,nan
3HCO3_NAt_for,nan
4ABUTtcn,nan
4HPROLTASCT1,nan
5MTHFt2le_for,nan
ADNK3,nan
ADNK4,nan
ADNt5le,nan
AHCYStd_for,nan
ALA-DTDe,nan
AMETtd_for,nan
ARACHFATPc,nan
ASPDTDe_for,nan
ASPPROASCT1,nan
ASPte,nan
BIDGLCURr,nan
BTNt3ile,nan
CHOLESACATc,nan
CHOLESTle,nan
CHSTEROLtrc_for,nan
CRNrtx_for,nan
CYSAMOe,nan
CYTDt5le,nan
Coqe_for,nan
DATPtm,nan
DCTPtm,nan
DGTPtm,nan
DHAPtc,nan
DM_1a25dhvitd3(n),nan
DM_4abut(n),nan
DM_5hpet(r),nan
DM_taur(c),nan
DM_pe_hs(r),nan
DM_pmtcoa(r),nan
DPCOAPPe,nan
DPMVDc,nan
DSREDUCr,nan
DTMPKm,nan
DTTPtm,nan
DUTPDP,nan
EX_4hpro(e)_for,nan
EX_adpcbl(e)_for,nan
EX_alaala(e)_for,nan
EX_bglc(e)_for,nan
EX_carn(e)_for,nan
EX_dchac(e)_for,nan
EX_glgchlo(e)_for,nan
EX_gltcho(e)_for,nan
EX_gltdechol(e)_for,nan
EX_glygly(e)_for,nan
EX_glyleu(e)_for,nan
EX_glyphe(e)_for,nan
EX_glypro(e)_for,nan
EX_glysar(e)_for,nan
EX_gum(e)_for,nan
EX_gumdchac(e)_for,nan
EX_gumgchol(e)_for,nan
EX_gumtchol(e)_for,nan
EX_leugly(e)_for,nan
EX_leuleu(e)_for,nan
EX_pect(e)_for,nan
EX_pectindchac(e)_for,nan
EX_pectingchol(e)_for,nan
EX_pectintchol(e)_for,nan
EX_progly(e)_for,nan
EX_psyl(e)_for,nan
EX_psylchol(e)_for,nan
EX_psyltchol(e)_for,nan
EX_psyltdechol(e)_for,nan
EX_sbt-d(e)_for,nan
EX_sfcys(e),nan
EX_tdechola(e)_for,nan
EX_cysam(e)_for,nan
EX_dpcoa(e)_for,nan
EX_fmn(e)_for,nan
EX_hyptaur(e)_for,nan
EX_oh1(e)_for,nan
EX_pan4p(e)_for,nan
EX_ptth(e)_for,nan
EX_q10(e)_for,nan
EX_q10h2(e),nan
FADDPle,nan
FADH2ETC,nan
FADtm_for,nan
FE2DMT1,nan
FE3MTP1,nan
FERO,nan
FMNALKPle,nan
FOLt2le_for,nan
FRDPtcr_for,nan
G6PDH2c,nan
GLCGLUT2,nan
GLU5SAtmc_for,nan
GLUPROASCT1,nan
GLY3Pt,nan
GLYC3PFADm,nan
GLYC3Ptmc_for,nan
GLYCTDle_for,nan
GLYPHEHYc_for,nan
GNDc,781.2
GSNt5le,nan
HMGCOARc,nan
HYPTROXe,nan
INSK,nan
INSt5le,nan
IPDDI_for,nan
KHte_for,nan
LACLt,nan
LAPCOAe,nan
LEUGLYHYc_for,nan
MAL_Ltx_for,nan
MDHx_for,nan
MEVK1c,nan
MTHFR3,360630
NADtm_for,nan
NADtx_for,nan
NODe_for,nan
OCDCAFATPc,nan
P5CR,3482027.912571
PAN4PPe,nan
PGLc,461367.969231
PHEMEe,nan
PMEVKc,nan
PNTEHe,nan
PNTOt5le,nan
PPItm_for,nan
PRO1x,766080
PRO_Dtde_for,nan
PTCRTD_for,nan
PTPATe_for,nan
Q10H2e_for,nan
RPEc_for,5497785.257143
RTOTAL2FATPc,nan
RTOTAL3FATPc,nan
RTOTALFATPc,nan
SBT_Dtde_for,nan
SFCYSc_for,nan
SFCYSe_for,nan
sink_5hpet(c)_for,nan
SPMTDe_for,nan
SPRMTDe_for,nan
TAURCHAe,nan
THMDt5le,nan
TTDCAFATPc,nan
URIt5le,nan
q10h2tc_for,nan
q10tm_for,nan
34HPPte_for,nan
3MOBte_for,nan
3MOPte_for,nan
4HPRO_LTte_for,nan
4MOPte_for,nan
5MTAte_for,nan
5OXPROt_for,nan
AHCYSte_for,nan
AICARte_for,nan
ANTHte_for,nan
CBASPte_for,nan
DM_4hrpo,nan
DM_Lcystin,nan
DM_anth,nan
DM_btn,nan
DM_fol,nan
DM_ncam,nan
DM_pnto_R,nan
EX_34hpp_for,nan
EX_3mob(e)_for,nan
EX_3mop(e)_for,nan
EX_4mop(e)_for,nan
EX_5mta(e)_for,nan
EX_5oxpro(e)_for,nan
EX_ahcys(e)_for,nan
EX_aicar(e)_for,nan
EX_anth(e)_for,nan
EX_cbasp(e)_for,nan
EX_mal_L(e)_for,nan
MAL_Lte_for,nan
OROTGLUt_for,nan
PNTOte_for,nan
IDOURte_for,nan
EX_idour(e)_for,nan
10FTHFtl_rev,nan
10FTHFtm_rev,nan
11DOCRTSLtm_rev,nan
11DOCRTSLtr_rev,nan
11DOCRTSTRNtm_rev,nan
11DOCRTSTRNtr_rev,nan
24NPHte_rev,nan
2HBO_rev,1525230
2HBt2_rev,nan
2HCO3_NAt_rev,nan
2MCITt_rev,nan
2OXOADPTm_rev,nan
34DHOXPEGOX_rev,2581.2
34DHOXPEGt_rev,nan
34DHPHEt_rev,nan
34DHPLACOX_NADP__rev,123030
34DHXMANDACOX_NADP__rev,123030
35CGMPtn_rev,nan
3AIBTm_rev,2651400
3HBCDm_rev,1047600
3HPPD_rev,673710
3M4HDXPAC_rev,123030
3MLDAt_rev,nan
3MOX4HOXPGALDOX_NADP__rev,123030
3SALAASPm_rev,nan
4ABUTtm_rev,nan
4HDEBRISOQUINEte_rev,nan
4HOXPACDOX_NADP__rev,123030
4MPTNLte_rev,nan
4MPTNLtm_rev,nan
4MPTNLtr_rev,nan
4MTOLBUTAMIDEte_rev,nan
4NPHSFte_rev,nan
4NPHte_rev,nan
5ADTSTSTERONEGLCtr_rev,nan
5ADTSTSTERONESte_rev,nan
5ADTSTSTERONEte_rev,nan
5ADTSTSTERONEtr_rev,nan
5AOPtm_rev,nan
5FTHFt2_rev,nan
5HOMEPRAZOLEte_rev,nan
5MTHFt_rev,nan
5MTHFt2_rev,nan
6HTSTSTERONEte_rev,nan
6HTSTSTERONEtr_rev,nan
7DHCHSTEROLtr_rev,nan
AATAi_rev,61320
ABTArm_rev,422702.709677
ABTD_rev,771744.857143
ABUTt2r_rev,nan
ABUTt2rL_rev,nan
ABUTt4_2_r_rev,nan
ACACT10m_rev,7560
ACACT1r_rev,1536420
ACACt2_rev,nan
ACACt2m_rev,nan
ACACtx_rev,nan
ACALDt_rev,nan
ACALDtm_rev,nan
ACALDtr_rev,nan
ACALDtx_rev,nan
ACCOAgt_rev,nan
ACCOAtn_rev,nan
ACCOAtr_rev,nan
ACETONEt2_rev,nan
ACETONEt2m_rev,nan
ACGAGBSIDEtg_rev,nan
ACGAGBSIDEtl_rev,nan
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_rev,nan
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_rev,nan
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_rev,nan
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_rev,nan
ACGALtlg_rev,nan
ACGAM2E_rev,106151.4
ACGAMPM_rev,8514
ACGBGBSIDEtg_rev,nan
ACGBGBSIDEtl_rev,nan
ACHtn_rev,nan
ACN13ACNGALGBSIDEte_rev,nan
ACN13ACNGALGBSIDEtg_rev,nan
ACN23ACNGALGBSIDEte_rev,nan
ACN23ACNGALGBSIDEtg_rev,nan
ACNACNGAL14ACGLCGALGLUSIDEte_rev,nan
ACNACNGAL14ACGLCGALGLUSIDEtg_rev,nan
ACNACNGALGBSIDEte_rev,nan
ACNACNGALGBSIDEtg_rev,nan
ACNAMlt_rev,nan
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_rev,nan
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_rev,nan
ACNMLr_rev,21330
ACOATA_rev,182.88
ACONT_rev,3960
ACONTm_rev,3960
ACt2m_rev,nan
ACt2r_rev,nan
ACtg_rev,nan
ADEt_rev,nan
ADEtl_rev,nan
ADHAPtx_rev,nan
ADK1_rev,nan
ADK1m_rev,2818800
ADK3_rev,nan
ADK3m_rev,nan
ADKd_rev,2277362.835
ADNt_rev,nan
ADNtl_rev,nan
ADNtm_rev,nan
ADPtx_rev,nan
ADRNCOAtx_rev,nan
ADRNt_rev,nan
AFLATOXINte_rev,nan
AGPex_rev,nan
AHANDROSTANGLCtr_rev,nan
AHC_rev,23997600
AHCYStn_rev,nan
AHCYStr_rev,nan
AICART_rev,10392.32
AIRCr_rev,nan
AK2LGCHOLt_rev,178200
AKGMALtm_rev,nan
AKGt4_3_rev,nan
AKGtp_rev,nan
ALADGLNexR_rev,nan
ALADGLYexR_rev,nan
ALAGLNexR_rev,nan
ALAGLYexR_rev,nan
ALAR_rev,25213.846154
ALAt2r_rev,nan
ALAt2rL_rev,nan
ALATA_L_rev,114508.8
ALAtN1_rev,nan
ALCD1_rev,778045.5
ALDSTRNte_rev,nan
ALDSTRNtm_rev,nan
AMETr_rev,nan
AMETt2m_rev,nan
AMETtn_rev,nan
AMPtp_rev,nan
AMPtr_rev,nan
ANDRSTRNGLCtr_rev,nan
ANDRSTRNte_rev,nan
ANDRSTRNtr_rev,nan
ANTIPYRENEte_rev,nan
APAT2rm_rev,19800
APNNOXte_rev,nan
APPNNte_rev,nan
APRGSTRNte_rev,nan
ARAB_Lt_rev,nan
ARACHCOAtx_rev,nan
ARACHDCOAtx_rev,nan
ARACHDt2_rev,nan
ARACHDtr_rev,nan
ARACHt_rev,nan
ARGSL_rev,11808
ARGtm_rev,nan
ASCBt_rev,nan
ASCBt4_rev,nan
ASNtN1_rev,nan
Asn_X_Ser_Thrtr_rev,nan
ASPCTr_rev,378225
ASPDxt_rev,nan
ASPTA_rev,1017771.428571
ASPTAm_rev,1017771.428571
ATP1ter_rev,nan
ATP2ter_rev,nan
ATPtn_rev,nan
ATPtx_rev,nan
BALAtmr_rev,nan
BDHm_rev,689236.363636
BHBt_rev,nan
BHBtm_rev,nan
BILDGLCURt_rev,nan
BILDGLCURtr_rev,nan
BILGLCURt_rev,nan
BILGLCURtr_rev,nan
BILIRUBt2_rev,nan
BILIRUBtr_rev,nan
BIOCYTtn_rev,nan
BTNt2_rev,nan
BTNt2m_rev,nan
BTNtn_rev,nan
BUTt2m_rev,nan
BUTt2r_rev,nan
BZt_rev,nan
BZtr_rev,nan
C226COAtx_rev,nan
C2M26DCOAHLm_rev,5058800
C2M26DCOAHLx_rev,5058800
CAROtr_rev,nan
CARVEOLte_rev,nan
CAt7r_rev,nan
CBLATm_rev,898560
CBPter_rev,nan
CDIPTr_rev,32101.796571
CDPDAGtm_rev,nan
CERT1gt_rev,nan
CERT1rt_rev,nan
CERT2gt_rev,nan
CERT2rt_rev,nan
CHAT_rev,32101.796571
CHATn_rev,32101.796571
CHLtm_rev,nan
CHOLATEt_rev,nan
CHOLPtg_rev,nan
CHOLPtl_rev,nan
CHOLt4_rev,nan
CHOLtg_rev,nan
CHOLtn_rev,nan
CHOLtr_rev,nan
CHOLtu_rev,nan
CHSTEROLt1_rev,nan
CHSTEROLt2_rev,nan
CHSTEROLt3_rev,nan
CITMCOAHm_rev,81000
CITRtm_rev,nan
CITt4_2_rev,nan
CITtam_rev,nan
CITtbm_rev,nan
CK_rev,901440
CKc_rev,901440
CLPNDCOAtx_rev,nan
CLPNDt_rev,nan
CMPACNAtg_rev,nan
CO2t_rev,nan
CO2ter_rev,nan
CO2tg_rev,nan
CO2tm_rev,nan
CO2tn_rev,nan
CO2tp_rev,nan
COAtg_rev,nan
COAtl_rev,nan
COAtm_rev,nan
COAtn_rev,nan
COAtp_rev,nan
COAtr_rev,nan
COt_rev,nan
COUMARINte_rev,nan
CREATt4_2_r_rev,nan
CRMPte_rev,nan
CRNt_rev,nan
CRNtx_rev,nan
CRTSLt_rev,nan
CRTSLtm_rev,nan
CRTSLtr_rev,nan
CRTSTRNt_rev,nan
CRTSTRNtm_rev,nan
CRTSTRNtr_rev,nan
CRVNCtr_rev,nan
CSNAT2m_rev,138600
CSNAT2x_rev,138600
CSNAT3x_rev,138600
CSNATer_rev,138600
CSNATm_rev,138600
CSNATp_rev,138600
CSNATr_rev,138600
CSNt_rev,nan
CTPtn_rev,nan
CYANt_rev,nan
CYANtm_rev,nan
CYSGLTH_rev,1117361.44
CYSGLUexR_rev,nan
CYSGLYexR_rev,nan
CYSTA_rev,1117361.44
CYSTAm_rev,1117361.44
CYStec_rev,nan
CYTDt_rev,nan
CYTDtl_rev,nan
CYTDtm_rev,nan
CYTDtn_rev,nan
CYTK1_rev,nan
CYTK10_rev,277920
CYTK10n_rev,277920
CYTK11_rev,277920
CYTK11n_rev,277920
CYTK12_rev,277920
CYTK12n_rev,277920
CYTK13_rev,277920
CYTK13n_rev,277920
CYTK14_rev,277920
CYTK14n_rev,277920
CYTK1m_rev,nan
CYTK1n_rev,277920
CYTK2_rev,nan
CYTK2n_rev,277920
CYTK3_rev,nan
CYTK3n_rev,277920
CYTK4_rev,nan
CYTK4n_rev,277920
CYTK5_rev,277920
CYTK5n_rev,277920
CYTK6_rev,277920
CYTK6n_rev,277920
CYTK7_rev,277920
CYTK7n_rev,277920
CYTK8_rev,277920
CYTK8n_rev,277920
CYTK9_rev,277920
CYTK9n_rev,277920
D3AIBTm_rev,346915.2
DADNt4_rev,nan
DAGK_hs_rev,13541.815385
DAGKn_hs_rev,13541.815385
DAGt_rev,13541.815385
DALAt2r_rev,nan
DALAt2rL_rev,nan
DATPtn_rev,nan
DCIm_rev,460800
DCK1m_rev,2332.605
DCK1n_rev,2332.605
DCK2n_rev,2332.605
DCMPDA_rev,3456000
DCSPTN1COAtx_rev,nan
DCSPTN1t_rev,nan
DCT_rev,892249.7148
DCTPtn_rev,nan
DCYTt_rev,nan
DDPGAm_rev,43.56
DEBRISOQUINEt_rev,nan
DECDPtm_rev,nan
DGCHOLte_rev,nan
DGCHOLtx_rev,nan
DGK1_rev,nan
DGK2m_rev,992400
DGSNt_rev,nan
DGSNtm_rev,nan
DGTPtn_rev,nan
DGULND_rev,461367.969231
DHAAt1r_rev,nan
DHCHOLESTANATEtm_rev,nan
DHEASt_rev,nan
DHEAStr_rev,nan
DHEAtr_rev,1007.048571
DHFR_rev,78846
DHFtl_rev,nan
DHFtm_rev,nan
DHORTS_rev,2350.8
DIDPtn_rev,nan
DIGALSGALSIDEte_rev,nan
DIGALSGALSIDEtg_rev,nan
DIGALSIDEtg_rev,nan
DIGALSIDEtl_rev,nan
DINt_rev,nan
DITPtn_rev,nan
D_LACt2_rev,nan
D_LACtm_rev,nan
DLNLCGt_rev,nan
DM_T_antigen_g__rev,nan
DMANTIPYRINEte_rev,nan
DMGtm_rev,nan
DMHPTCRNCPT1_rev,3822046.296429
DMHPTCRNCPT2_rev,nan
DMHPTCRNt_rev,nan
DMHPTCRNte_rev,nan
DMNONCOACRNCPT1_rev,nan
DMNONCRNCPT2_rev,nan
DMNONCRNt_rev,nan
DNADtn_rev,nan
DOLICHOL_Lter_rev,nan
DOLICHOL_Uter_rev,nan
DOPAQNISO1_rev,nan
DOPAt4_2_r_rev,nan
DOPAtu_rev,nan
DPCOAtl_rev,nan
DPGM_rev,4120800
DRIBt_rev,nan
DTDPtn_rev,nan
DTTPtn_rev,nan
DUDPtn_rev,nan
DUMPtn_rev,nan
DURAD_rev,5760
DURAD2_rev,3600
DURIPP_rev,nan
DURIt_rev,nan
DURItn_rev,nan
EAFLATOXINte_rev,nan
EBASTINEOHte_rev,nan
EBASTINEOHtr_rev,nan
EBASTINEte_rev,nan
EBASTINEtr_rev,nan
ECGISOr_rev,nan
ECOAH12m_rev,5058800
ECOAH1m_rev,8282880
ECOAH1x_rev,8282880
ECOAH9m_rev,5058800
EICOSTETt_rev,nan
ELAIDt_rev,nan
ENO_rev,55692
ESTRADIOLGLCt_rev,nan
ESTRADIOLGLCtr_rev,nan
ESTRADIOLt_rev,nan
ESTRADIOLtr_rev,nan
ESTRIOLGLCtr_rev,nan
ESTRIOLtr_rev,nan
ESTRONEGLCtr_rev,nan
ESTRONESt_rev,nan
ESTRONEtr_rev,nan
ETOHt_rev,nan
ETOHtx_rev,nan
EX_10fthf(e)_rev,nan
EX_10fthf5glu(e)_rev,nan
EX_10fthf6glu(e)_rev,nan
EX_10fthf7glu(e)_rev,nan
EX_11_cis_retfa(e)_rev,nan
EX_13_cis_retnglc(e)_rev,nan
EX_1glyc_hs(e)_rev,nan
EX_1mncam(e)_rev,nan
EX_2425dhvitd2(e)_rev,nan
EX_2425dhvitd3(e)_rev,nan
EX_24nph(e)_rev,nan
EX_25hvitd2(e)_rev,nan
EX_25hvitd3(e)_rev,nan
EX_2hb(e)_rev,nan
EX_2mcit(e)_rev,nan
EX_34dhoxpeg(e)_rev,nan
EX_34dhphe(e)_rev,nan
EX_35cgmp(e)_rev,nan
EX_3aib(e)_rev,nan
EX_3aib_D(e)_rev,nan
EX_3mlda(e)_rev,nan
EX_4abut(e)_rev,nan
EX_4hdebrisoquine(e)_rev,nan
EX_4hphac(e)_rev,nan
EX_4mptnl(e)_rev,nan
EX_4mtolbutamide(e)_rev,nan
EX_4nph(e)_rev,nan
EX_4nphsf(e)_rev,nan
EX_4pyrdx(e)_rev,nan
EX_5adtststerone(e)_rev,nan
EX_5adtststeroneglc(e)_rev,nan
EX_5adtststerones(e)_rev,nan
EX_5dhf(e)_rev,nan
EX_5fthf(e)_rev,nan
EX_5homeprazole(e)_rev,nan
EX_5htrp(e)_rev,nan
EX_5mthf(e)_rev,nan
EX_5thf(e)_rev,nan
EX_6dhf(e)_rev,nan
EX_6htststerone(e)_rev,nan
EX_6thf(e)_rev,nan
EX_7dhf(e)_rev,nan
EX_7thf(e)_rev,nan
EX_9_cis_retfa(e)_rev,nan
EX_abt(e)_rev,nan
EX_ac(e)_rev,nan
EX_acac(e)_rev,nan
EX_acald(e)_rev,nan
EX_acetone(e)_rev,nan
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_rev,nan
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_rev,nan
EX_acgam(e)_rev,nan
EX_ach(e)_rev,nan
EX_acn13acngalgbside_hs(e)_rev,nan
EX_acn23acngalgbside_hs(e)_rev,nan
EX_acnacngal14acglcgalgluside_hs(e)_rev,nan
EX_acnacngalgbside_hs(e)_rev,nan
EX_acngalacglcgal14acglcgalgluside_hs(e)_rev,nan
EX_ade(e)_rev,nan
EX_adn(e)_rev,nan
EX_adp_rev,nan
EX_adprbp(e)_rev,nan
EX_adprib(e)_rev,nan
EX_adrn(e)_rev,nan
EX_adrnl(e)_rev,nan
EX_aflatoxin(e)_rev,nan
EX_ahandrostanglc(e)_rev,nan
EX_ak2lgchol_hs(e)_rev,nan
EX_akg(e)_rev,nan
EX_ala_B(e)_rev,nan
EX_ala_D(e)_rev,nan
EX_ala_L(e)_rev,nan
EX_aldstrn(e)_rev,nan
EX_amp(e)_rev,nan
EX_andrstrn(e)_rev,nan
EX_andrstrnglc(e)_rev,nan
EX_antipyrene(e)_rev,nan
EX_apnnox(e)_rev,nan
EX_appnn(e)_rev,nan
EX_aprgstrn(e)_rev,nan
EX_aqcobal(e)_rev,nan
EX_arab_L(e)_rev,nan
EX_arach(e)_rev,nan
EX_arachd(e)_rev,nan
EX_arg_L(e)_rev,nan
EX_ascb_L(e)_rev,nan
EX_asn_L(e)_rev,nan
EX_asp_D(e)_rev,nan
EX_asp_L(e)_rev,nan
EX_atp(e)_rev,nan
EX_avite1(e)_rev,nan
EX_avite2(e)_rev,nan
EX_bhb(e)_rev,nan
EX_bildglcur(e)_rev,nan
EX_bilglcur(e)_rev,nan
